Fulfilment Location Name,Channel Order ID,Parent Order ID,Shipment ID,External Item Code,Client SKU ID / EAN,Sales Channel
koskii tower,KO210670,KO210670,154867,B22CDC864AC,SAUS0016921_BOTTLE_GREEN,SHOPIFYIN
koskii cathedral road,KO210696,KO210696,154902,k935131,SAUS0033583_MAROON,SHOPIFYIN
koskii tower,KO210745,KO210745,155288,B5DEFA55F4F,SSUS0038801_PISTA_GREEN,SHOPIFYIN
koskii south extension,f1913714-852a-4b0f-aca9-329938947d73,f1913714-852a-4b0f-aca9-329938947d73,155347,B554CDF76AA,SSUS0039509_PINK,MYNTRA
koskii karol bagh,KO210770,KO210770,155476,K952061,SSUS0032429_PISTA_GREEN,SHOPIFYIN
koskii banjara hills,KO210775,KO210775,155100,B556B06F551,SAUS0039010_ORANGE,SHOPIFYIN
koskii karol bagh,KO210789,KO210789,155299,K936515,SAUS0032783_PISTA_GREEN_WINE,SHOPIFYIN
koskii jubilee hills,KO210801,KO210801,155176,K881908,SSUS0032172_PINK,SHOPIFYIN
koskii karol bagh,KO210802,KO210802,155234,k884783,SSUS0017280_BOTTLE_GREEN,SHOPIFYIN
koskii karol bagh,KO210810,KO210810,155350,K1070846,SAUS0034453_GREY,SHOPIFYIN
koskii mg road kochi,KO210812,KO210812,155178,K1017406,SSRM0032972_PARROT_GREEN_PURPLE_L,SHOPIFYIN
koskii mg road kochi,1f5ad7ed-d26a-42db-aaeb-e084eaf544b7,770dbc5f-202f-4262-9284-ee6a7e357da2,155210,B264F1B7167,SAUS0034138_BLACK,MYNTRA
koskii tower,KO210826,KO210826,155293,AF6C7341794,SAUS0038526_RAMA_GREEN,SHOPIFYIN
koskii rs puram,d187c424-c84a-452a-a9df-ac858dc944d7,d187c424-c84a-452a-a9df-ac858dc944d7,155237,K1028144,SSRM0032973_PARROT_GREEN_PINK_XS,MYNTRA
koskii karol bagh,KO210845,KO210845,155369,K1078450,SSUS0021376_WINE,SHOPIFYIN
koskii mg road kochi,d49c8ad7-e742-49e7-b2cb-37e98fdd5b81,d49c8ad7-e742-49e7-b2cb-37e98fdd5b81,155330,B1B784ABEE3,SAUS0036132_LAVENDER,MYNTRA
koskii rs puram,KO210852,KO210852,155261,K936588,SAUS0016988_MAROON,SHOPIFYIN
koskii commercial,00569100-ee22-453c-a3be-caacdc8f322c,00569100-ee22-453c-a3be-caacdc8f322c,155339,K963441,SAUS0021890_RANI_PINK,MYNTRA
koskii cathedral road,KO210884,KO210884,155337,k654742,GCRM0028781_YELLOW_PINK_M,SHOPIFYIN
koskii tower,KO210907,KO210907,155495,B14AF44CB17,SSUS0038712_OFF_WHITE,SHOPIFYIN
koskii annanagar,KO210909,KO210909,155522,B61D2E36CFC,SSUS0039143_PEACH,SHOPIFYIN
koskii banjara hills,KO210931,KO210931,155976,b291d1145a3,SSUS0038714_BOTTLE_GREEN_MULTI,SHOPIFYIN
koskii tower,KO210931,KO210931,155493,B57A215A2A4,SSUS0039421_RED,SHOPIFYIN
koskii nexus mall,KO210940,KO210940,155534,K1031850,GCSS0033910_CREAM_L,SHOPIFYIN
koskii karol bagh,KO210946,KO210946,155572,K1072983,SAUS0034107_CREAM,SHOPIFYIN
koskii annanagar,KO210961,KO210961,155521,K872129,SAUS0032355_MEHENDI,SHOPIFYIN
koskii tower,63bb1375-b46d-4240-bbc4-8018497c78b5,63bb1375-b46d-4240-bbc4-8018497c78b5,155486,K870850,SSRM0031992_ONION_PINK_M,MYNTRA
koskii south extension,KO210971,KO210971,155917,K1055504,SAUS0034607_WINE,SHOPIFYIN
koskii commercial,KO210991,KO210991,155557,K906099,SSUS0032171_YELLOW,SHOPIFYIN
koskii nexus mall,d5aeeb8e-2666-4d23-8cd2-999a9bb8f8bd,9273f091-1de9-438d-821f-1b2febe5de7a,155532,K1108384,SSRM0035918_CREAM_MULTI_S,MYNTRA
koskii south extension,KO211007,KO211007,155965,K744159,SAUS0030055_BROWN,SHOPIFYIN
koskii nexus mall,KO211018,KO211018,155691,B2975C601B2,SAUS0039230_COPPER,SHOPIFYIN
koskii rs puram,688a5cd9-9d18-4193-9478-d6c2aceac404,688a5cd9-9d18-4193-9478-d6c2aceac404,155658,K1076337,SAUS0021890_RANI_PINK,MYNTRA
koskii karol bagh,KO211065,KO211065,155716,K1081145,SAUS0018594_NAVY_BLUE,SHOPIFYIN
koskii sarath city mall,KO211068,KO211068,156036,AF9F85D0A0B,SSUS0038702_BLACK,SHOPIFYIN
koskii jubilee hills,KO211094,KO211094,155725,K695034,SAUS0021000_YELLOW,SHOPIFYIN
koskii mg road kochi,KO211117,KO211117,156246,B19805D7B08,SAUS0038521_RAMA_GREEN,SHOPIFYIN
koskii cathedral road,086ae5d5-5043-487e-b869-5f85e8a78c24,086ae5d5-5043-487e-b869-5f85e8a78c24,155805,K883662,SSUS0032170_MAROON,MYNTRA
koskii karol bagh,KO211162,KO211162,156866,K885608,SSUS0033083_RANI_PINK_MULTI,SHOPIFYIN
koskii rs puram,430b2866-9b08-477b-9b2c-583808529578,430b2866-9b08-477b-9b2c-583808529578,156091,B42B1CEC980,SAUS0032539_OFF_WHITE,MYNTRA
koskii karol bagh,KO211233,KO211233,155990,K1038519,SSUS0021911_BABY_PINK,SHOPIFYIN
koskii tower,KO210838,KO210838,155982,K951664,SSRM0031991_PINK_S,SHOPIFYIN
koskii south extension,KO210931,KO210931,156068,k1039954,SAUS0034477_SKY_BLUE,SHOPIFYIN
koskii cathedral road,9f72aae7-724a-4721-9f5c-9e45cb69db40,9f72aae7-724a-4721-9f5c-9e45cb69db40,155992,B28F5806A4F,SAUS0039302_RANI_PINK,MYNTRA
koskii karol bagh,KO211271,KO211271,156146,K923416,SSRM0033529_BLACK_RED_M,SHOPIFYIN
koskii karol bagh,f3e17e4a-f2f7-4e3d-9043-980133cea178,f3e17e4a-f2f7-4e3d-9043-980133cea178,156307,K1055276,SAUS0034960_PISTA_GREEN,MYNTRA
koskii tower,KO210995,KO210995,156273,K1049452,SSSS0020422_BROWN,SHOPIFYIN
koskii cathedral road,KO211312,KO211312,156242,K916133,SSRM0032844_RED_M,SHOPIFYIN
koskii tower,KO211322,KO211322,156345,K944986,SSRM0032668_DARK_GREY_L,SHOPIFYIN
koskii commercial,db05ea4a-127c-4e0f-a528-1b38845ca78f,db05ea4a-127c-4e0f-a528-1b38845ca78f,156447,AF6C41A159D,SAUS0038526_RED,MYNTRA
koskii mg road kochi,b987beb9-4da2-4472-ba1a-7c1c31733639,b987beb9-4da2-4472-ba1a-7c1c31733639,156279,K1089115,SSRM0035209_GREEN_XL,MYNTRA
koskii commercial,610d5344-8aa4-444d-bfe0-40ad726fbe40,610d5344-8aa4-444d-bfe0-40ad726fbe40,156466,K1114942,SSUS0036000_NAVY_BLUE,MYNTRA
koskii tower,ea82a025-6e99-4429-8dc6-a8235dc85345,ea82a025-6e99-4429-8dc6-a8235dc85345,156825,K1047338,SAUS0022526_PISTA_GREEN,MYNTRA
koskii jubilee hills,KO211418,KO211418,156479,b17a445bd03,SAUS0038556_WINE_PINK,SHOPIFYIN
koskii banjara hills,bc9e1fe0-3e56-4005-bbb9-2e5ca7ed902a,bc9e1fe0-3e56-4005-bbb9-2e5ca7ed902a,156514,k1096722,SAUS0034137_BLACK,MYNTRA
koskii jayanagar,KO211436,KO211436,156736,B17B3D49D50,SAUS0038558_RAMA_GREEN_NAVY_BLUE,SHOPIFYIN
koskii jubilee hills,d9b71ea9-286d-408a-b74e-983b672b378a,d9b71ea9-286d-408a-b74e-983b672b378a,156600,K1048236,SAUS0021893_DARK_GREY,MYNTRA
koskii rs puram,KO211456,KO211456,156683,B556C40C187,SAUS0039010_ORANGE,SHOPIFYIN
koskii mg road kochi,3230a8fc-3030-4609-88b5-ebea82b062b3,3230a8fc-3030-4609-88b5-ebea82b062b3,156659,K1098401,SSRM0035086_MAGENTA_PINK_S,MYNTRA
koskii annanagar,KO211491,KO211491,156701,B0264C2FF67,SAUS0032410_PEACH,SHOPIFYIN
koskii tower,KO211495,KO211495,157151,B0DF088B61D,SSUS0038936_SEA_GREEN,SHOPIFYIN
koskii rs puram,613b4226-0f71-4215-85e9-04ab19cc56d9,613b4226-0f71-4215-85e9-04ab19cc56d9,156674,K1096675,SAUS0034137_BLACK,MYNTRA
koskii annanagar,KO211522,KO211522,156689,B291B318C02,SSUS0038714_RANI_PINK_MULTI,SHOPIFYIN
koskii karol bagh,KO211636,KO211636,157191,B104642D66D,SAUS0038517_RUST,SHOPIFYIN
koskii tower,KO211648,KO211648,157166,B58AAD84001,SSUS0039790_WINE,SHOPIFYIN
koskii south extension,KO211678,KO211678,157355,B5561D1C938,SAUS0039010_RANI_PINK,SHOPIFYIN
koskii karol bagh,KO211685,KO211685,157160,K1072350,SSRM0035209_GREEN_XS,SHOPIFYIN
koskii nexus mall,KO211714,KO211714,157228,B2980B6C1D7,SAUS0039231_GREY,SHOPIFYIN
koskii jubilee hills,KO211716,KO211716,157113,K941465,SAUS0022138_YELLOW,SHOPIFYIN
koskii banjara hills,KO211729,KO211729,157365,b20cb527e8a,SAUS0036131_PEACH,SHOPIFYIN
koskii nexus mall,KO211730,KO211730,157231,K1106932,SSUS0038322_RAMA_GREEN,SHOPIFYIN
koskii karol bagh,624493e3-71a2-4c62-95ad-455368792eb5,624493e3-71a2-4c62-95ad-455368792eb5,157233,K1109692,SSUS0038256_PISTA_GREEN,MYNTRA
koskii tower,KO211782,KO211782,157349,B12D358CBBD,SSUS0038711_YELLOW,SHOPIFYIN
koskii karol bagh,KO211791,KO211791,157362,K1068961,SSUS0033137_LIGHT_GREY,SHOPIFYIN
koskii jayanagar,KO211816,KO211816,157568,B47411BE26D,SSUS0038805_MAROON,SHOPIFYIN
koskii rs puram,KO211821,KO211821,157725,B20CB6435AA,SAUS0036131_PEACH,SHOPIFYIN
koskii banjara hills,KO211856,KO211856,157471,B1B68923254,SAUS0038816_PINK_BOTTLE_GREEN,SHOPIFYIN
koskii tower,KO211864,KO211864,157567,b28284c72e2,SAUS0038220_PEACH,SHOPIFYIN
koskii nexus mall,KO211870,KO211870,157768,B6CBB55C72D,SSUS0018315_GOLD_RANI_PINK,SHOPIFYIN
koskii commercial,a58f5a17-c099-47af-b1ec-3fbf9ad39265,a58f5a17-c099-47af-b1ec-3fbf9ad39265,157588,B631A99381D,SAUS0038899_BEIGE,MYNTRA
koskii cathedral road,09bb2dea-5da0-437b-b26f-e64c0df8c450,09bb2dea-5da0-437b-b26f-e64c0df8c450,157474,B4C4D3E91A2,SAUS0038898_MEHENDI,MYNTRA
koskii tower,KO211886,KO211886,157646,K1025385,BLRM0034600_BABY_PINK_L,SHOPIFYIN
koskii rs puram,d1a99149-19c5-4ec4-bed9-1a7cdf317f06,d1a99149-19c5-4ec4-bed9-1a7cdf317f06,157674,K1048658,SAUS0034610_YELLOW_MULTI,MYNTRA
koskii karol bagh,KO211913,KO211913,157635,k1085308,SSUS0033135_SKY_BLUE,SHOPIFYIN
koskii annanagar,KO211924,KO211924,157747,K1005373,SAUS0034199_BROWN,SHOPIFYIN
koskii commercial,d0065d70-f3b8-4f71-923c-fd66d7465e4f,d0065d70-f3b8-4f71-923c-fd66d7465e4f,157767,B47417BA088,SSUS0038805_RANI_PINK,MYNTRA
koskii banjara hills,KO211916,KO211916,157795,k1033768,SAUS0034539_WINE,SHOPIFYIN
koskii jubilee hills,7e734979-f16b-448b-a5ad-f943b8031cd1,650e5b1d-cc0b-41f6-b447-e5862f243740,157789,B5DD6E88CB7,SAUS0033513_ONION_PINK,MYNTRA
koskii commercial,KO211962,KO211962,158075,B5569278B07,SAUS0039009_NAVY_BLUE,SHOPIFYIN
koskii commercial,KO211972,KO211972,158269,K1025415,BLRM0034600_BABY_PINK_M,SHOPIFYIN
koskii karol bagh,KO211975,KO211975,158176,K990366,SAUS0032726_PISTA_GREEN_MULTI,SHOPIFYIN
koskii tower,KO212000,KO212000,158098,B73E286D300,SAUS0039430_PEACH_MAROON,SHOPIFYIN
koskii mg road kochi,KO212005,KO212005,158027,K1037060,SAUS0034122_MAROON,SHOPIFYIN
koskii banjara hills,1bb4b414-9372-474b-b904-29f99db3e0b0,1bb4b414-9372-474b-b904-29f99db3e0b0,157905,b5df68bdd17,SSUS0038805_PEACOCK_BLUE,MYNTRA
koskii annanagar,8aac9bae-c48e-4234-b548-4eb7894f14b5,8aac9bae-c48e-4234-b548-4eb7894f14b5,158068,B5EC85514EE,SAUS0032198_LEAF_GREEN,MYNTRA
koskii jubilee hills,3881a705-01be-481c-9459-a16ec0c7d63e,3881a705-01be-481c-9459-a16ec0c7d63e,158179,K895566,SAUS0020094_NAVY_BLUE,MYNTRA
koskii annanagar,57ad50ac-6945-448a-9e8d-3fbfa29a0f3c,57ad50ac-6945-448a-9e8d-3fbfa29a0f3c,158038,K932013,SSUS0033559_RED,MYNTRA
koskii karol bagh,22886851-01c5-4ac6-a7f2-ce962ac8fe9d,22886851-01c5-4ac6-a7f2-ce962ac8fe9d,157934,K1031671,SAUS0034116_LAVENDER_PEACH,MYNTRA
koskii rs puram,KO212024,KO212024,158256,K1004634,SSRM0030430_ONION_PINK_XL,SHOPIFYIN
koskii cathedral road,5e3f0e5d-862e-4d7f-8205-a6814aa10477,5e3f0e5d-862e-4d7f-8205-a6814aa10477,158007,K1080635,SAUS0034608_BLACK,MYNTRA
koskii cathedral road,NYK-22464572-5291959-1-1,NYKF24789179,158061,K967778,SAUS0032892_PEACOCK_BLUE,NYKAA
koskii banjara hills,b7956a3b-7407-43a1-b06a-7208e98dcd4c,b7956a3b-7407-43a1-b06a-7208e98dcd4c,158055,k1072318,SSRM0035209_GREEN_M,MYNTRA
koskii jayanagar,c2a94859-f8e8-452a-ba89-15b84f04ac18,c2a94859-f8e8-452a-ba89-15b84f04ac18,158185,B60C9189805,SSRM0039451_MAROON_XL,MYNTRA
koskii mg road kochi,587a43fc-bff8-4ab0-abf4-dc731daa64bd,587a43fc-bff8-4ab0-abf4-dc731daa64bd,159278,K1056279,SSRM0034659_ONION_PINK_S,MYNTRA
koskii commercial,a2b32b02-ec7b-496d-a1e0-5c38e99c5a7d,a2b32b02-ec7b-496d-a1e0-5c38e99c5a7d,158285,B19B64274A2,SAUS0021891_PEACOCK_BLUE,MYNTRA
koskii commercial,4ea0ffd6-4bf6-4671-a474-32f7ed4a9e2e,4ea0ffd6-4bf6-4671-a474-32f7ed4a9e2e,158430,B63DAB2CFB9,SAUS0038900_MEHENDI,MYNTRA
koskii karol bagh,763ee563-bcb3-447f-aafd-b45aa8cd0b9e,763ee563-bcb3-447f-aafd-b45aa8cd0b9e,158402,K1027342,SSRM0032964_CREAM_RED_M,MYNTRA
koskii rs puram,bd467802-58ce-42b1-8d69-8b22e1ae728e,bd467802-58ce-42b1-8d69-8b22e1ae728e,158555,B29778C3085,SAUS0039230_ONION_PINK,MYNTRA
koskii karol bagh,KO212125,KO212125,158463,K941543,SSUS0018309_MULTI_RANI_PINK,SHOPIFYIN
koskii jubilee hills,d9afc9e0-1b58-4714-99d4-04e7433f4f09,d9afc9e0-1b58-4714-99d4-04e7433f4f09,158659,K1107437,SSUS0038282_BLACK,MYNTRA
koskii annanagar,24c3dccb-505c-4026-85fa-0ba84942a472,24c3dccb-505c-4026-85fa-0ba84942a472,158708,K1068615,SAUS0034893_SEA_GREEN_MULTI,MYNTRA
koskii commercial,KO212167,KO212167,158733,B0A3DFF8330,SAUS0032413_SKY_BLUE,SHOPIFYIN
koskii tower,fd03dae5-a55c-4eeb-8e50-1fcd75c94d36,fd03dae5-a55c-4eeb-8e50-1fcd75c94d36,158709,B5334201470,SSUS0039669_YELLOW,MYNTRA
koskii tower,cb58ec4a-d6fb-489f-8a32-184e1d45bfd5,cb58ec4a-d6fb-489f-8a32-184e1d45bfd5,158751,B6DB8CD69AC,SSRM0039169_RED_M,MYNTRA
koskii nexus mall,dd9d96c1-ece8-4777-b9f8-ec11e4130b6d,dd9d96c1-ece8-4777-b9f8-ec11e4130b6d,158713,B42A57536E6,SAUS0033557_PURPLE,MYNTRA
koskii tower,1e7a9631-a92c-4d19-b0e8-ccd583fc6041,1e7a9631-a92c-4d19-b0e8-ccd583fc6041,158706,K1017647,SSRM0032962_PURPLE_L,MYNTRA
koskii cathedral road,KO212231,KO212231,158867,B5A28C0CC2D,SSUS0033248_LAVENDER_PEACH,SHOPIFYIN
koskii cathedral road,162b164e-8693-4d9f-9d82-826be0bda294,162b164e-8693-4d9f-9d82-826be0bda294,158784,K1045424,SAUS0034454_NAVY_BLUE_MULTI,MYNTRA
koskii tower,d80a4f78-52d8-454b-92e1-6a525dff4ce0,d80a4f78-52d8-454b-92e1-6a525dff4ce0,159064,B73EE864E63,SSUS0038796_RAMA_GREEN,MYNTRA
koskii commercial,37f46207-01fd-4c82-90e7-5dd6d37ef4a7,37f46207-01fd-4c82-90e7-5dd6d37ef4a7,158961,B6DB3387E2E,SSRM0039168_RANI_PINK_S,MYNTRA
koskii jayanagar,24ddb961-2109-4acb-b2ef-aa15817eff6c,24ddb961-2109-4acb-b2ef-aa15817eff6c,159138,K919060,SSUS0020869_GREY,MYNTRA
koskii cathedral road,0244e33a-b176-40dc-9f60-1f58d7eeb15b,0244e33a-b176-40dc-9f60-1f58d7eeb15b,158951,K1019878,SSRM0032964_CREAM_RED_XS,MYNTRA
koskii south extension,KO212307,KO212307,159161,K945908,SAUS0030378_BOTTLE_GREEN,SHOPIFYIN
koskii mg road kochi,KO212316,KO212316,159118,B0A3FA40EAA,SAUS0032409_SKY_BLUE,SHOPIFYIN
koskii banjara hills,67687d4e-f439-4a14-9e61-54953dfb6ac1,67687d4e-f439-4a14-9e61-54953dfb6ac1,159350,B29105326E3,SSUS0038714_RANI_PINK_MULTI,MYNTRA
koskii commercial,9049e11a-4e06-40d3-92d2-49bb5c1e0fd2,9049e11a-4e06-40d3-92d2-49bb5c1e0fd2,159365,B12D52C5CFD,SAUS0038867_WHITE,MYNTRA
koskii commercial,39b6420d-d97b-45d4-af9a-a0732a2031fa,39b6420d-d97b-45d4-af9a-a0732a2031fa,159370,B291D9F20B8,SSUS0038714_BOTTLE_GREEN_MULTI,MYNTRA
koskii karol bagh,KO212357,KO212357,159442,B1B6ABA41B7,SAUS0038815_MAROON_BLACK,SHOPIFYIN
koskii jayanagar,f55a85e9-e37e-45a7-a02a-e3b9a8c26af9,f55a85e9-e37e-45a7-a02a-e3b9a8c26af9,159625,B63D8AF744E,SAUS0038900_LAVENDER,MYNTRA
koskii rs puram,e9a4a7a7-4475-44fe-a090-dc6640b43b2e,e9a4a7a7-4475-44fe-a090-dc6640b43b2e,159561,K1072502,SAUS0021891_PEACOCK_BLUE,MYNTRA
koskii annanagar,038db291-c99b-4322-aeee-ad0fe18e2325,038db291-c99b-4322-aeee-ad0fe18e2325,159458,K1080625,SAUS0034608_BLACK,MYNTRA
koskii banjara hills,2e6fd716-1391-4f09-8c54-c8961137c3cc,2e6fd716-1391-4f09-8c54-c8961137c3cc,159274,K1094649,SAUS0032416_LAVENDER,MYNTRA
koskii commercial,67ca875f-e740-4a36-a5b7-3abb419c6a15,67ca875f-e740-4a36-a5b7-3abb419c6a15,159376,B5DD91F588D,SAUS0033513_SEA_GREEN,MYNTRA
koskii mg road kochi,b2cd62cc-55e1-410c-b175-5aa3d69d60a5,b2cd62cc-55e1-410c-b175-5aa3d69d60a5,159480,B5C7D5E5C2C,SAUS0018647_MAUVE,MYNTRA
koskii mg road kochi,KO212405,KO212405,159558,B5B4248A610,SAUS0038347_PEACH,SHOPIFYIN
koskii nexus mall,33483692-d251-4d1f-978a-44fc457110ac,33483692-d251-4d1f-978a-44fc457110ac,159540,K1031291,SAUS0033509_RANI_PINK,MYNTRA
koskii sarath city mall,366e39ec-a132-4d59-86d6-95f0e0c7cecc,366e39ec-a132-4d59-86d6-95f0e0c7cecc,159431,k1018155,SSRM0032976_MUSTARD_XL,MYNTRA
koskii jayanagar,d6777497-721c-4266-989a-ace9e7b4c3a1,d6777497-721c-4266-989a-ace9e7b4c3a1,159757,B4AFAF18948,SAUS0038437_NAVY_BLUE,MYNTRA
koskii commercial,1c6aef84-5893-44f5-91a6-e945f307d51c,1c6aef84-5893-44f5-91a6-e945f307d51c,159392,K1009281,SSRM0032958_RANI_PINK_S,MYNTRA
koskii rs puram,KO212445,KO212445,160124,B291BEAE212,SSUS0038714_RANI_PINK_MULTI,SHOPIFYIN
koskii annanagar,3c34b298-3abe-4598-a784-3adb330dc37f,3c34b298-3abe-4598-a784-3adb330dc37f,159694,b75a0083c43,SAUS0039416_TURQUOISE_BLUE,MYNTRA
koskii south extension,8a08d31f-ac64-4c27-87a2-62fb7c191c57,8a08d31f-ac64-4c27-87a2-62fb7c191c57,160071,K981005,SAUS0034161_LAVENDER,MYNTRA
koskii tower,9b8519ae-34e5-4887-8c29-13b82ea28dc1,9b8519ae-34e5-4887-8c29-13b82ea28dc1,159711,K1082131,SSRM0033982_RANI_PINK_XS,MYNTRA
koskii karol bagh,KO212515,KO212515,159734,K1019652,SAUS0016055_MAROON,SHOPIFYIN
koskii cathedral road,KO212559,KO212559,159823,K1017069,SAUS0016459_MAUVE,SHOPIFYIN
koskii jubilee hills,NYK-22512452-1660350-1-1,NYKF24841939,159984,K855704,SSSS0020422_PEACOCK_BLUE,NYKAA
koskii annanagar,f62a6702-93ea-44c4-864a-506cc727e30a,f62a6702-93ea-44c4-864a-506cc727e30a,160088,B08C24D340F,SAUS0034887_SEA_GREEN_MULTI,MYNTRA
koskii nexus mall,KO212695,KO212695,160101,K992456,BLRM0033917_RED_XS,SHOPIFYIN
koskii cathedral road,KO212706,KO212706,160024,B73EE51C44D,SSUS0038796_RAMA_GREEN,SHOPIFYIN
koskii sarath city mall,31bcafbf-107f-465b-a379-196ff0df3568,31bcafbf-107f-465b-a379-196ff0df3568,160132,K1079610,SAUS0034608_BLACK,MYNTRA
koskii jubilee hills,1364909d-d0ee-4d67-be18-c2e0a6ed7aa8,1364909d-d0ee-4d67-be18-c2e0a6ed7aa8,160099,B5DD9C7D166,SAUS0033513_SEA_GREEN,MYNTRA
koskii commercial,5d8c5b0c-5bfa-4c87-8874-45b870d24e3d,5d8c5b0c-5bfa-4c87-8874-45b870d24e3d,160069,B29198A7C9C,SSUS0038713_PINK_MULTI,MYNTRA
koskii tower,KO212747,KO212747,160792,K1039862,SAUS0034114_YELLOW,SHOPIFYIN
koskii cathedral road,KO212753,KO212753,160105,B63A6EBA5F3,SAUS0039922_PEACH,SHOPIFYIN
koskii south extension,KO212757,KO212757,160909,K1102329,SSUS0038192_MUSTARD,SHOPIFYIN
koskii cathedral road,KO212758,KO212758,160112,K1096767,SAUS0034956_BEIGE,SHOPIFYIN
koskii nexus mall,KO212767,KO212767,160763,K1037258,SAUS0034144_MAROON_CREAM,SHOPIFYIN
koskii sarath city mall,d9c87b3a-f6e9-473b-8e99-33999c8da13f,d9c87b3a-f6e9-473b-8e99-33999c8da13f,160819,B7654DE9233,SAUS0016434_SKY_BLUE,MYNTRA
koskii tower,KO212842,KO212842,161067,B6B339F4A6C,SAUS0039890_PEACH,SHOPIFYIN
koskii banjara hills,KO212844,KO212844,161177,k1069859,SAUS0034391_PURPLE,SHOPIFYIN
koskii tower,deffef43-4978-42b6-a48a-aebcb5fd282f,deffef43-4978-42b6-a48a-aebcb5fd282f,160805,K1073824,SSRM0035087_MAROON_M,MYNTRA
koskii annanagar,2e83db72-7b76-473d-a656-5cb45001f0cc,2e83db72-7b76-473d-a656-5cb45001f0cc,160834,K1098506,SSRM0036163_RANI_PINK_M,MYNTRA
koskii commercial,KO212869,KO212869,160902,K1022457,SSRM0031994_WINE_S,SHOPIFYIN
koskii commercial,b16b036a-8b6a-4a56-a446-c45b73f8ec91,b16b036a-8b6a-4a56-a446-c45b73f8ec91,160835,B70866714B8,SAUS0039880_TURQUOISE_BLUE,MYNTRA
koskii rs puram,KO212884,KO212884,160761,B6C5EA0F6BC,SSUS0039778_CREAM,SHOPIFYIN
koskii karol bagh,d3d44590-d61a-423e-8955-305dc64fa6fd,d3d44590-d61a-423e-8955-305dc64fa6fd,160859,K974431,SAUS0034093_ONION_PINK,MYNTRA
koskii annanagar,061d8cbf-5283-4f7a-8f38-9ef539d524b8,061d8cbf-5283-4f7a-8f38-9ef539d524b8,160846,B1B770B979C,SAUS0036131_SKY_BLUE,MYNTRA
koskii rs puram,KO213032,KO213032,161289,b81b20a872b,SAUS0032358_ONION_PINK,SHOPIFYIN
koskii south extension,KO213035,KO213035,161585,K1112090,SAUS0034320_BLACK,SHOPIFYIN
koskii annanagar,836dc65a-6cde-4de3-9ed3-9a196ecc649b,836dc65a-6cde-4de3-9ed3-9a196ecc649b,161141,K838864,SSRM0031993_PINK_M,MYNTRA
koskii tower,KO213047,KO213047,161190,B5DF8AAD535,SSUS0038804_MEHENDI,SHOPIFYIN
koskii karol bagh,KO213055,KO213055,161296,K1074086,SSUS0035076_PINK,SHOPIFYIN
koskii south extension,KO213085,KO213085,161594,B57A0EF38B3,SSUS0039421_PEACOCK_BLUE,SHOPIFYIN
koskii tower,KO213104,KO213104,161785,K956279,SSUS0018309_MULTI_RANI_PINK,SHOPIFYIN
koskii jayanagar,3ad8050e-e954-47ac-bf89-4d9a90817122,3ad8050e-e954-47ac-bf89-4d9a90817122,161699,K1033253,SAUS0034539_BLACK,MYNTRA
koskii cathedral road,cfe13810-9217-41ff-8b3b-98b110e9358c,cfe13810-9217-41ff-8b3b-98b110e9358c,161442,B49F09DAC7E,SAUS0038452_WINE_MULTI,MYNTRA
koskii jubilee hills,e767c1e5-127c-42c7-91fc-5c19cb37469f,e767c1e5-127c-42c7-91fc-5c19cb37469f,161523,B6B1E14EB36,SAUS0039865_RAMA_GREEN_MULTI,MYNTRA
koskii tower,fe0cd83f-5f07-4e76-abdd-41fbf1d38f51,fe0cd83f-5f07-4e76-abdd-41fbf1d38f51,161500,AF817D39159,SSUS0033106_RANI_PINK,MYNTRA
koskii tower,KO213149,KO213149,161493,K1108383,SSRM0035918_CREAM_MULTI_S,SHOPIFYIN
koskii rs puram,1589a5b1-3c04-45e0-9cfb-2111c70fe184,1589a5b1-3c04-45e0-9cfb-2111c70fe184,161494,B80FE498B65,SAUS0039880_PURPLE,MYNTRA
koskii annanagar,5eab1c30-5b2c-441c-a03b-91cc40f82fad,5eab1c30-5b2c-441c-a03b-91cc40f82fad,161599,K978310,SAUS0034152_NAVY_BLUE,MYNTRA
koskii karol bagh,KO213163,KO213163,161983,K973993,SSUS0034006_PEACH,SHOPIFYIN
koskii commercial,a25ef2c9-aebc-44e3-832a-63df1f406d74,a25ef2c9-aebc-44e3-832a-63df1f406d74,161796,K1081564,SSRM0032763_MUSTARD_XL,MYNTRA
koskii cathedral road,KO213207,KO213207,161551,B55E41A5FC7,SAUS0038410_GREY_MULTI,SHOPIFYIN
koskii jayanagar,KO213226,KO213226,161725,B019916B1B6,SAUS0038517_SEA_GREEN,SHOPIFYIN
koskii jayanagar,NYK-22572128-0376763-1-1,NYKF24908517,161774,K1012894,SAUS0032360_RED,NYKAA
koskii karol bagh,KO210577,KO210577,155064,K825620,SSUS0021192_PINK,SHOPIFYIN
koskii karol bagh,KO210583,KO210583,154898,K963865,SSUS0018307_RANI_PINK,SHOPIFYIN
koskii karol bagh,KO210583,KO210583,154898,K957006,SAUS0033012_RED,SHOPIFYIN
koskii tower,KO210648,KO210648,154864,B1B9B915FBB,SAUS0038877_PINK,SHOPIFYIN
koskii tower,KO210663,KO210663,154865,B1B82443F8C,SAUS0039144_SKY_BLUE,SHOPIFYIN
koskii jayanagar,KO210673,KO210673,154916,K1027379,SSRM0032964_CREAM_RED_XL,SHOPIFYIN
